ID,session_type,type
164115707322404,bilendi,screen out
164295136629864,bilendi,success
164212378064907,bilendi,success
164115734078516,bilendi,success
164115733783651,bilendi,success
164295136030754,bilendi,screen out
164295139499115,bilendi,screen out
164212406332467,bilendi,success
