ID,session_type,type
167125458988070,bilendi,success
167322098370632,bilendi,success
167326047374351,bilendi,success
167321336275999,bilendi,success
167325805959229,bilendi,success
167211468138531,bilendi,success
167321359304817,bilendi,success
167326048064569,bilendi,success
167325806230602,bilendi,success
166707650522131,bilendi,success
167125457437720,bilendi,success
167125427251307,bilendi,success
167211468958847,bilendi,success
164295165149239,bilendi,success
167321334593555,bilendi,success
167321358685268,bilendi,success
167125459289173,bilendi,success
166707084075096,bilendi,success
166705830636612,bilendi,success
167323566607476,bilendi,success
166707083981860,bilendi,screen out
167211466554412,bilendi,success
167211468100639,bilendi,success
166527086232655,bilendi,success
167322067636232,bilendi,success
167298185239584,bilendi,screen out
167211466400803,bilendi,success
166707651847183,bilendi,screen out
167755148858456,bilendi,screen out
167322098750490,bilendi,success
167755119081573,bilendi,screen out
167755119779935,bilendi,screen out
167755120584772,bilendi,screen out
167755150142528,bilendi,success
167755119483957,bilendi,success
167755150328931,bilendi,screen out
167755150586895,bilendi,success
167755148015655,bilendi,screen out
167755118392410,bilendi,screen out
167755149927455,bilendi,success
167755153313838,bilendi,success
167755147919378,bilendi,success
166706715789358,bilendi,success
167755147956251,bilendi,success
167755118677013,bilendi,success
167755150293084,bilendi,success
167755118384216,bilendi,success
167755153240064,bilendi,success
167755147936790,bilendi,success
167755119031387,bilendi,screen out
167755153161313,bilendi,success
167755118335053,bilendi,success
167755152983077,bilendi,screen out
167755148152887,bilendi,screen out
167755150680098,bilendi,success
167325803991111,bilendi,success
167321360100356,bilendi,success
167755151995952,bilendi,success
167323139207232,bilendi,success
167755119621193,bilendi,success
167755150511105,bilendi,success
167755149827099,bilendi,success
167323566309401,bilendi,success
167755151511613,bilendi,success
164056118258803,bilendi,screen out
167755147950105,bilendi,success
167755150739500,bilendi,success
166707651254347,bilendi,screen out
167323140574211,bilendi,success
167755120598089,bilendi,success
167755150901332,bilendi,success
167755151620179,bilendi,success
167755150614548,bilendi,success
167755150044197,bilendi,success
167322097666055,bilendi,success
167755150224461,bilendi,screen out
167755153313840,bilendi,success
167755150905430,bilendi,success
167755118492782,bilendi,screen out
167755152944158,bilendi,success
167755148935261,bilendi,success
167755147929620,bilendi,success
167755118316618,bilendi,success
167755119953946,bilendi,success
167755118811184,bilendi,success
167755118316618,bilendi,success
167323566618748,bilendi,success
167755147854852,bilendi,screen out
167755151024242,bilendi,success
167755148001316,bilendi,success
167755152183390,bilendi,success
167326049474677,bilendi,success
167755150999660,bilendi,success
167321359674406,bilendi,success
164056118092856,bilendi,screen out
167755150650398,bilendi,success
167755147832447,bilendi,success
167755118694424,bilendi,screen out
167755118955597,bilendi,success
167325804161109,bilendi,screen out
167755148294206,bilendi,success
167325805238365,bilendi,success
167755148717136,bilendi,success
167755149826074,bilendi,success
167755153314867,bilendi,success
166705854021687,bilendi,success
167755119635532,bilendi,screen out
167325805535359,bilendi,success
167755118783530,bilendi,screen out
167755118794796,bilendi,screen out
167755150767158,bilendi,success
167323565117481,bilendi,success
167755149725718,bilendi,success
167755150834755,bilendi,success
167755151028339,bilendi,success
167755148939359,bilendi,success
167755149021293,bilendi,success
167211532080235,bilendi,success
167323140771964,bilendi,success
167323140771964,bilendi,screen out
167755150078000,bilendi,success
167326047561801,bilendi,success
167755119205379,bilendi,success
167755150362730,bilendi,success
167326048184411,bilendi,success
167755150056489,bilendi,success
167755150756914,bilendi,success
167755120037936,bilendi,screen out
167755151768695,bilendi,screen out
167323566081082,bilendi,success
167755118759970,bilendi,success
167755147971614,bilendi,success
167755150989417,bilendi,success
167755152884753,bilendi,success
167755118848055,bilendi,screen out
167325806028893,bilendi,success
166687837097024,bilendi,success
167323139331154,bilendi,success
167322099100713,bilendi,success
167755147588716,bilendi,success
167755150273623,bilendi,success
167755147915281,bilendi,success
167755151780986,bilendi,success
167125459833933,bilendi,success
167323564709999,bilendi,screen out
167321359979643,bilendi,success
167323567474784,bilendi,screen out
167755152115787,bilendi,success
167755148051502,bilendi,screen out
166705830548530,bilendi,success
167755151016048,bilendi,success
167755150343270,bilendi,screen out
167755151266834,bilendi,success
167755152759917,bilendi,success
166611700689936,bilendi,screen out
166611618775121,bilendi,success
167755151302683,bilendi,screen out
167325806087278,bilendi,success
167755150576652,bilendi,success
167755153303578,bilendi,success
167323140055083,bilendi,success
167125458201621,bilendi,success
167755150221388,bilendi,success
167755150398574,bilendi,success
167755120604241,bilendi,success
167755149704205,bilendi,success
167325805135948,bilendi,success
166611697838166,bilendi,screen out
167755150751792,bilendi,success
167755149651979,bilendi,success
166687815528519,bilendi,screen out
167755153304611,bilendi,success
167755150666784,bilendi,success
167755119750234,bilendi,success
167322099257443,bilendi,success
167321359291501,bilendi,success
167755151459376,bilendi,success
167755149646857,bilendi,success
167755151465522,bilendi,screen out
167323565259869,bilendi,success
167326048121929,bilendi,success
167755119829100,bilendi,success
167755151341604,bilendi,success
167755147725936,bilendi,success
167211532904557,bilendi,success
167755149016172,bilendi,success
167755151008878,bilendi,success
167755151650907,bilendi,success
167755119224840,bilendi,success
167298181603380,bilendi,success
167321361799189,bilendi,success
167298181603380,bilendi,success
167755147887626,bilendi,success
167755147840513,bilendi,success
167298147430488,bilendi,success
167323565106213,bilendi,success
166707083830369,bilendi,success
166527083071599,bilendi,success
167321333533757,bilendi,success
167755150466171,bilendi,screen out
167125456086118,bilendi,screen out
167755147815035,bilendi,success
167755150100534,bilendi,success
167298181609526,bilendi,success
167211531478055,bilendi,success
167755118744606,bilendi,success
167755153167462,bilendi,success
167755119078500,bilendi,success
166706715981916,bilendi,success
164056117939316,bilendi,screen out
167755118848054,bilendi,screen out
167755118954572,bilendi,success
167755147910159,bilendi,success
167211530547241,bilendi,screen out
167755118749727,bilendi,success
167323140277370,bilendi,success
167322097084424,bilendi,success
166705854624777,bilendi,success
167755149005928,bilendi,success
164056117850187,bilendi,success
167323565107238,bilendi,screen out
167211533768754,bilendi,success
167755151170567,bilendi,success
167755150837828,bilendi,success
166706690938904,bilendi,success
167325805231196,bilendi,success
167755150145601,bilendi,success
166707650701398,bilendi,screen out
167755118361683,bilendi,screen out
167755151902744,bilendi,success
167298183469074,bilendi,success
167325805317227,bilendi,screen out
167325805317227,bilendi,screen out
167125428259850,bilendi,screen out
167755119877245,bilendi,success
167755150131260,bilendi,success
167325805891618,bilendi,success
167755149725717,bilendi,success
167755150074927,bilendi,success
166611698967650,bilendi,success
167326049397825,bilendi,screen out
167755118487661,bilendi,success
166687840584722,bilendi,success
167125456604204,bilendi,success
166611698299968,bilendi,screen out
167322096833623,bilendi,success
167211535101029,bilendi,success
167326049488904,bilendi,success
166706691437690,bilendi,success
166707651767321,bilendi,screen out
166706691745865,bilendi,success
167211530897502,bilendi,success
167755147847682,bilendi,screen out
167755149211772,bilendi,success
166707110016006,bilendi,success
167755119291413,bilendi,screen out
166527081775128,bilendi,screen out
167755119247372,bilendi,success
167755150170181,bilendi,success
