timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match,trial_type,available_trial_type,in_lab
b11b2f11258ac8d790c5534a9a82250867ed210ecdc0e03952110dd93cd095e7 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
e6fcf7d122e2515fda2f7fff1cfe4154f370918799578714b7a0804783c7e681 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
2089602521b0429c36a4716b2878ec927dada8fb3b58c2d385bc39aa9be92786 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,no,30-44,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
2b60ff6966964b29e15f2c88d113d5f6ba4aa182ccfdf0e03dce335d4ccca791 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,no,30-44,Male,yes,Don’t know,Definitely no,"No, never",NA,NA,NA,NA,NA,NA,NA,NA,1,0
71a9de2a920fde36212e2377d58d58ad8c3396ac869f9befd7f198a618f00525 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,no,30-44,Male,yes,Don’t know,Definitely no,"No, never",very true,very untrue,NA,NA,NA,NA,NA,NA,1,0
df4840d1adea53bb2bcdf5eb3648cdcf0d7b396c53e7a5f94e54e531aa4a1135 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,no,30-44,Male,yes,Don’t know,Definitely no,"No, never",very true,very untrue,1,right,left,neutral,false,t,1,0
770ab15c9f7d1971493291aa6de901347b519880aba6cfaecfe29a9a2a5f2877 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,no,30-44,Male,yes,Don’t know,Definitely no,"No, never",very true,very untrue,2,left,left,erotic,true,t,1,0
3a006e3f5838127acb81fd1756a28eee873ec55d43479be6d8f2cc05464bd53b Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,no,30-44,Male,yes,Don’t know,Definitely no,"No, never",very true,very untrue,3,left,left,neutral,true,t,1,0
97ab2d8c4d66aa1bd5d5f277e8e3cc2fd9bf4b08dfb41f09f2bc59d9af3e79eb Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,no,30-44,Male,yes,Don’t know,Definitely no,"No, never",very true,very untrue,4,right,right,erotic,true,t,1,0
bc5e97ccb2a9192196af7505fb6b7d8928107ac224ebe786c5b6b7a9317d9ddc Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,fb05aa06-da19-4b5a-a575-63f03403d8bd,60ebda8d7c2a468911061ac54b777ac1bbc6a96db422afd3e0c630eca82d5574,12,ac7b8cd1d60ddda8655187a1669b3dee9163863c55064de0bced8eb4e489a9d2,12,online,yes,no,30-44,Male,yes,Don’t know,Definitely no,"No, never",very true,very untrue,5,left,left,erotic,true,t,1,0
